id,error_code,model_id,solution
1320,P0351-P0354,Cruze It ,https://drive.google.com/file/d/1AVEPWWwQIVAavKDINjaxQrTEKsmDgLK0/view?usp=sharing
1321,P0420,Cruze It ,https://drive.google.com/file/d/1e8CXC8bkq9j-CGo-ewDD_j-N9bVS9DRz/view?usp=sharing
1322,P0442,Cruze It ,https://drive.google.com/file/d/1kSMSqJJvV4bMNs-abr1OMFCUq9NR-zXD/view?usp=sharing
1323,P0443,Cruze It ,https://drive.google.com/file/d/1BPFGKuq-mxUlPc4TR0YRqYhk8ANaP78T/view?usp=sharing
1324,P0446,Cruze It ,https://drive.google.com/file/d/1UhsLSSlE0PZwniOqi7QThNGT1ygdTpJm/view?usp=sharing
1325,P0449,Cruze It ,https://drive.google.com/file/d/1tyhkKLAooaM1xdcDCDrXwOKlVajc4nI_/view?usp=sharing
1326,P0451-P0454,Cruze It ,https://drive.google.com/file/d/1qDmal1_gt4yfiWj1bsQxTFD64HU693bU/view?usp=sharing
1327,P0455,Cruze It ,https://drive.google.com/file/d/1j6p719bIiOc5Zm_5XV41eXAPfVOthibi/view?usp=sharing
1328,P0496,Cruze It ,https://drive.google.com/file/d/1EoP9N_TafeK0rN3vWfh6tkCpsRhA-zep/view?usp=sharing
1329,P0506-P0507,Cruze It ,https://drive.google.com/file/d/1IO5ZXHrxkb9yNMYuu9TRilP1KTK8V9j2/view?usp=sharing
1330,P0601-P0604-P0606-P062F,Cruze It ,https://drive.google.com/file/d/1ROwCQrWJ4Mbparij3tNSAcFR5LGv4CZx/view?usp=sharing
1331,P0601-P0604-P0606-P062F-P16F3-P2610,Cruze It ,https://drive.google.com/file/d/1UhdNclXv0w6p6Fc8RYgwS5jBPOC2drH9/view?usp=sharing
1332,P0627-P0629,Cruze It ,https://drive.google.com/file/d/1DAJRVmT7xnL5VpPTiFS01Yv7frSd6ZD8/view?usp=sharing
1333,P0630,Cruze It ,https://drive.google.com/file/d/1ZpzeYtdNDyGwefKEu0TtDzOCUJJITb0H/view?usp=sharing
1334,P0641-P06A6,Cruze It ,https://drive.google.com/file/d/1xTpv0O_ukGNHK6oyOR8uBqD9MELxktIL/view?usp=sharing
1335,P0641-P0651-P0697-P06A3,Cruze It ,https://drive.google.com/file/d/1Pnp9BvNhpguopbtwKFquBJwiHTqMAv5Y/view?usp=sharing
1336,P0650,Cruze It ,https://drive.google.com/file/d/1njvqSdbFn47hj-3S2o2ZzNV9-M6--vrn/view?usp=sharing
1337,P0660,Cruze It ,https://drive.google.com/file/d/1zisYkIiVgnmxMCLvMhcizfSi1A3aivFY/view?usp=sharing
1338,P0685-P0689-P0690-P1682,Cruze It ,https://drive.google.com/file/d/1dvoz9mDT2DszCX8n0oU7yNolt1pOeFC9/view?usp=sharing
1339,P069E,Cruze It ,https://drive.google.com/file/d/1B-CYHWUyDRg0qjD15wbsbQdZiC8Eo_Um/view?usp=sharing
1340,P0700,Cruze It ,https://drive.google.com/file/d/1IWZBIIaZRv9WM454N7sgooEBm4_RjPWf/view?usp=sharing
1341,P064A-P1255,Cruze It ,https://drive.google.com/file/d/1IA7dcwuDIuWw8wAKZBNiV3rgZcsAv2PG/view?usp=sharing
1342,P1400,Cruze It ,https://drive.google.com/file/d/1DxLMp4FhuTy0tuTdC7ur1y85YzVK0FFj/view?usp=sharing
1343,P150C,Cruze It ,https://drive.google.com/file/d/177_BvPgG8hTndTDxLwcblTJ3kx2kzkpU/view?usp=sharing
1344,P1516-P2101-P2119-P2176,Cruze It ,https://drive.google.com/file/d/1O7AxtLPpvISeI67PUF915PhlDwlVTbQ9/view?usp=sharing
1345,P2070-P2071,Cruze It ,https://drive.google.com/file/d/1TPddvLDAnjPY6OeFMiQNCBMaDSd2XfXh/view?usp=sharing
1346,P2076-P2077-P2078,Cruze It ,https://drive.google.com/file/d/1Ta_Xbr394aj6rGgQAhOHP1PDDRjPchGj/view?usp=sharing
1347,P2122-P2123-P2127-P2128-P2138,Cruze It ,https://drive.google.com/file/d/1rZKZz_tbb6ZP6kG8kUFjtLOx5uvYjFcI/view?usp=sharing
1348,P2534,Cruze It ,https://drive.google.com/file/d/1RmzkOAPUESXc2HGIdE9F7gM4_m5ItsCS/view?usp=sharing
1349,P2635,Cruze It ,https://drive.google.com/file/d/1AzBtxWSZxMIi_cohPG8-M85QJ9HHTkEb/view?usp=sharing
1350,P0011,Kia sorento 2.4 2013,https://drive.google.com/file/d/1ImJrEUJQhqxki9cwQKuz9hMPlRRLX_UR/view?usp=sharing
1351,P0014,Kia sorento 2.4 2013,https://drive.google.com/file/d/1AOvk8B3CD9J_BufDYZZstWO6FCDzupML/view?usp=sharing
1352,P0016,Kia sorento 2.4 2013,https://drive.google.com/file/d/1_c5VBb7u_9q_NNSmp8jCtoFzBAaj4PCv/view?usp=sharing
1353,P0017,Kia sorento 2.4 2013,https://drive.google.com/file/d/1rI_fBOIKZ0U8oj4C4AnAYnZ7971l8ixe/view?usp=sharing
1354,P0030,Kia sorento 2.4 2013,https://drive.google.com/file/d/1HS0iTl-ZO_f2USZKehI7xQkdVR6QXiHv/view?usp=sharing
1355,P0035,Kia sorento 2.4 2013,https://drive.google.com/file/d/1SFxd2ExiqGE7mEHh4bLqZW-tij1jBg6H/view?usp=sharing
1356,P0032,Kia sorento 2.4 2013,https://drive.google.com/file/d/1mdsKEpb1-9yw9iDNhCbGsrto-EQwLeM9/view?usp=sharing
1357,P0036,Kia sorento 2.4 2013,https://drive.google.com/file/d/1-GVd5e8P2D1n7E61TCeUtKxLSO00bNX8/view?usp=sharing
1358,P0037,Kia sorento 2.4 2013,https://drive.google.com/file/d/1a_a9_V9LPhghpl3u7p_w0mDiIrk269mu/view?usp=sharing
1359,P0038,Kia sorento 2.4 2013,https://drive.google.com/file/d/1oHgt7jk9U0NxevrrRT3dUZ76sSbjNyXF/view?usp=sharing
1360,P0076,Kia sorento 2.4 2013,https://drive.google.com/file/d/1TXut5JF2Cz50n76N4UMaXZb_ePqMckEv/view?usp=sharing
1361,P0077,Kia sorento 2.4 2013,https://drive.google.com/file/d/1O54ldp00gfXD0zezoAjeFqS3rPASl2_R/view?usp=sharing
1362,P0079,Kia sorento 2.4 2013,https://drive.google.com/file/d/1g0pT8LWOEbibHuIFBTjBKcDMxf4qsrJM/view?usp=sharing
1363,P0080,Kia sorento 2.4 2013,https://drive.google.com/file/d/1FhCTTDP-3rBbq7PcDW_lZGYplQVtkGad/view?usp=sharing
1364,P0106,Kia sorento 2.4 2013,https://drive.google.com/file/d/1nKjnrC5tSGrXeeM64f5qNXwmIaoc_n9y/view?usp=sharing
1365,P0107,Kia sorento 2.4 2013,https://drive.google.com/file/d/1JiFa9MYMoVny98BEy-b-p5zzF81dzVU2/view?usp=sharing
1366,P0108,Kia sorento 2.4 2013,https://drive.google.com/file/d/14AjGDMtrH6eSOGSg9mpouPG3ozIf_Tnv/view?usp=sharing
1367,P0111,Kia sorento 2.4 2013,https://drive.google.com/file/d/12YL4lHGcPa-vsuj5EhjF5WXHsweU-ZDY/view?usp=sharing
1368,P0112,Kia sorento 2.4 2013,https://drive.google.com/file/d/1vFml72bbfWbSdqY6_PK8VZYFeqI-GZbl/view?usp=sharing
1369,P0113,Kia sorento 2.4 2013,https://drive.google.com/file/d/154Y8dzVbMjuYDSGswX96PGrKMkwL1yoe/view?usp=sharing
1370,P011B,Kia sorento 2.4 2013,https://drive.google.com/file/d/1mcDk7TFnb8AnQmuRRkCibKpVueZBtrkJ/view?usp=sharing
1371,P0116,Kia sorento 2.4 2013,https://drive.google.com/file/d/1cVUDILBazYj3touend_WnAisZcc4ZrBd/view?usp=sharing
1372,P0117,Kia sorento 2.4 2013,https://drive.google.com/file/d/1ktIu9y8GDxzRd0THfAK9gNxtA4RBGZt2/view?usp=sharing
1373,P0118,Kia sorento 2.4 2013,https://drive.google.com/file/d/1QyJSChEHN5_10hIgQjtqSRHJIpl574IW/view?usp=sharing
1374,P0119,Kia sorento 2.4 2013,https://drive.google.com/file/d/1D7ZN2F6CxgK6CaLMvUvIpGoLVMAohIlP/view?usp=sharing
1375,P0121,Kia sorento 2.4 2013,https://drive.google.com/file/d/14rBnzWER2jFb--LuUyggfK5X0EWvuLed/view?usp=sharing
1376,P0122,Kia sorento 2.4 2013,https://drive.google.com/file/d/1eV66KslgCXmsEbEyw4O8SOJsydUEU97_/view?usp=sharing
1377,P0123,Kia sorento 2.4 2013,https://drive.google.com/file/d/1gpX-L4_Y8UvzA75bCoEqRUrM4e_EEVbp/view?usp=sharing
1378,P0125,Kia sorento 2.4 2013,https://drive.google.com/file/d/1fSuny2B0d2ZmA-n1xQ-EvhAlVhV0QCUg/view?usp=sharing
1379,P0128,Kia sorento 2.4 2013,https://drive.google.com/file/d/1QjVUsdkaIDZKPvvGTr6qeaZeFSZAtHXw/view?usp=sharing
1380,P0131,Kia sorento 2.4 2013,https://drive.google.com/file/d/1BBjc3Eq7wlRpllYUUemyXfU8ArQYYj2h/view?usp=sharing
1381,P0132,Kia sorento 2.4 2013,https://drive.google.com/file/d/1-TO7si97HeQ9LzJHnQpWyG_1IwTk_lYZ/view?usp=sharing
1382,P0133,Kia sorento 2.4 2013,https://drive.google.com/file/d/1RJQgToKi7m1Br2ohgJGv0O9xG_jQ5DIr/view?usp=sharing
1383,P0135,Kia sorento 2.4 2013,https://drive.google.com/file/d/1gNBEbz6hbcVDehhI0TG43pmKTcvlBrjw/view?usp=sharing
1384,P0136,Kia sorento 2.4 2013,https://drive.google.com/file/d/1GXX4sER8NdYBb4x3wH0kZyVzDntHHwBl/view?usp=sharing
1385,P0137,Kia sorento 2.4 2013,https://drive.google.com/file/d/1EJO36EM59PjwmPjjN41SpwRRPjp6cEZg/view?usp=sharing
1386,P0138,Kia sorento 2.4 2013,https://drive.google.com/file/d/1Y6hFnlZRz7ATHasBu_W-qaemR0XIWyvW/view?usp=sharing
1387,P0139,Kia sorento 2.4 2013,https://drive.google.com/file/d/1jjn6qt7H2PRU8sEyJt5u8233HbpsVgG-/view?usp=sharing
1388,P0140,Kia sorento 2.4 2013,https://drive.google.com/file/d/1xKQ-Xu5bGKKWE84z0XF27PS-ID_991-0/view?usp=sharing
1389,P0170,Kia sorento 2.4 2013,https://drive.google.com/file/d/1kCnFUg3M7DZcEgam9BR0K4cuqbSwpT3N/view?usp=sharing
1390,P0221,Kia sorento 2.4 2013,https://drive.google.com/file/d/18V5qqsjY8hvoCNNUtNrsEi8BKOQorrsM/view?usp=sharing
1391,P0222,Kia sorento 2.4 2013,https://drive.google.com/file/d/1IfZDnzS10whEIMRF98spoEXb4xT5jJY2/view?usp=sharing
1392,P0223,Kia sorento 2.4 2013,https://drive.google.com/file/d/1HM627FeFHxxnqzchyBSgFMcItztnyjYf/view?usp=sharing
1393,P0230,Kia sorento 2.4 2013,https://drive.google.com/file/d/1GTuGfSy41JIETdyVFhWUhfdl1Bhies3J/view?usp=sharing
1394,P0261,Kia sorento 2.4 2013,https://drive.google.com/file/d/14R5QdVG0_DaYuzal5Kf4SZM-BNlXz7MY/view?usp=sharing
1395,P0262,Kia sorento 2.4 2013,https://drive.google.com/file/d/1UpoSWOwrgZrY8_pxzTgWm8HQvij_dxr_/view?usp=sharing
1396,P0263,Kia sorento 2.4 2013,https://drive.google.com/file/d/1jw64ZzePvwSLe0OUGleaEysLTCmWVLlM/view?usp=sharing
1397,P0264,Kia sorento 2.4 2013,https://drive.google.com/file/d/1pAiOnmYyuWTHR2V5m16VJcdYvEWl29-K/view?usp=sharing
1398,P0265,Kia sorento 2.4 2013,https://drive.google.com/file/d/1KarELgnhWhYqAmjRpyFGaGnDKjphFiMG/view?usp=sharing
1399,P0266,Kia sorento 2.4 2013,https://drive.google.com/file/d/1HWEjmDABnZ-pASvS6X4h_yj7n2DfSepF/view?usp=sharing
1400,P0267,Kia sorento 2.4 2013,https://drive.google.com/file/d/1kyOiQSKBJYxgnX2ja60onxI-HSbaSXT9/view?usp=sharing
1401,P0268,Kia sorento 2.4 2013,https://drive.google.com/file/d/1jFT4jtDltHhl6hS8SzpsRUrlQNddFj0p/view?usp=sharing
1402,P0269,Kia sorento 2.4 2013,https://drive.google.com/file/d/1ugqyMYUs5JTzRyGR9rIIhbORy3e7mSKa/view?usp=sharing
1403,P0270,Kia sorento 2.4 2013,https://drive.google.com/file/d/1wdfljjBoiulZ1T4F0FobPv-0cuqbvkCG/view?usp=sharing
1404,P0271,Kia sorento 2.4 2013,https://drive.google.com/file/d/1T31ZtlwDJdGGId0e1Eypjpip2H1QZJyv/view?usp=sharing
1405,P0272,Kia sorento 2.4 2013,https://drive.google.com/file/d/1SYCq2y3TALoohIM1rFUUd_T0zwtES9yi/view?usp=sharing
1406,P0300,Kia sorento 2.4 2013,https://drive.google.com/file/d/1j1-hXnxEz27RWRu6IspQjMDjeQH7OIUw/view?usp=sharing
1407,P0301,Kia sorento 2.4 2013,https://drive.google.com/file/d/1yRBeqhhFQoAJxepqrKCDFvsqLS4ok0RV/view?usp=sharing
1408,P0302,Kia sorento 2.4 2013,https://drive.google.com/file/d/1e7UGZYJKWQVC8u15ex4xwyPlFYNLegw7/view?usp=sharing
1409,P0303,Kia sorento 2.4 2013,https://drive.google.com/file/d/1VKrImwlwpwTChWigp1e594h--k4TjUus/view?usp=sharing
1410,P0304,Kia sorento 2.4 2013,https://drive.google.com/file/d/1b5bGuNQJbKb1u0YQiQz4vX9tRGg6On9l/view?usp=sharing
1411,P0315,Kia sorento 2.4 2013,https://drive.google.com/file/d/1bJKfs4K_9ab4O09Mpxv79WD7qQVjcb9K/view?usp=sharing
1412,P0326,Kia sorento 2.4 2013,https://drive.google.com/file/d/17C9YfjpmoIHZwtq_0ez19N1F_OFlMx4C/view?usp=sharing
1413,P0335,Kia sorento 2.4 2013,https://drive.google.com/file/d/1s5ggESW7B1wmgA3ISvb_8yp2EYguc4N6/view?usp=sharing
1414,P0336,Kia sorento 2.4 2013,https://drive.google.com/file/d/1hK5d1hNVDsmou9WkEU6MPgISbJyWCxGC/view?usp=sharing
1415,P0340,Kia sorento 2.4 2013,https://drive.google.com/file/d/1Vav_bA40EKKUregAxFaD3as5J-1eUFI9/view?usp=sharing
1416,P0341,Kia sorento 2.4 2013,https://drive.google.com/file/d/1Vue3RDEle6BioKhSFtvYUqoVp0CCYOtE/view?usp=sharing
1417,P0365,Kia sorento 2.4 2013,https://drive.google.com/file/d/1V8l0Ku7nWJT0qfVW6zjiy9icYIfEqdjc/view?usp=sharing
1418,P0366,Kia sorento 2.4 2013,https://drive.google.com/file/d/16H-09TCIAdOyucdfHN3ictqiwSmvM48z/view?usp=sharing
1419,P0420,Kia sorento 2.4 2013,https://drive.google.com/file/d/1taFXOxXyVN8jEsqpgbRysFnBibloyfeJ/view?usp=sharing
1420,P0441,Kia sorento 2.4 2013,https://drive.google.com/file/d/1L2SQfbOYCUkbRWsIP_rlTJTx0meBmuMo/view?usp=sharing
1421,P0442,Kia sorento 2.4 2013,https://drive.google.com/file/d/1YQdjSjnUJLlI0otYIU0lmEB4pTrjgDyU/view?usp=sharing
1422,P0445,Kia sorento 2.4 2013,https://drive.google.com/file/d/1uI3w4iuPysAzQXK6fl6Kd7_HNnsuXYdx/view?usp=sharing
1423,P0447,Kia sorento 2.4 2013,https://drive.google.com/file/d/1SZqW94uu27qzPnnnHze_5i67VE5uJn67/view?usp=sharing
1424,P0448,Kia sorento 2.4 2013,https://drive.google.com/file/d/1S6_XJCqZoo6nbYhohey8tbTYRkw-gqRN/view?usp=sharing
1425,P0449,Kia sorento 2.4 2013,https://drive.google.com/file/d/1kkENEVWjMqBOaggD9qcAbQupbzl1MY0Q/view?usp=sharing
1426,P0451,Kia sorento 2.4 2013,https://drive.google.com/file/d/1OlkAcMXA0qEo0TKfgJRaZeamOOJQ28GR/view?usp=sharing
1427,P0452,Kia sorento 2.4 2013,https://drive.google.com/file/d/1pUMAhDHe8fIGRkegNNvqF624U2KjrOFm/view?usp=sharing
1428,P0453,Kia sorento 2.4 2013,https://drive.google.com/file/d/1EQkuD9KhSCupj6x7lNyoiQRMlHrgyjBB/view?usp=sharing
1429,P0454,Kia sorento 2.4 2013,https://drive.google.com/file/d/1gpBZNUXdYsC-eXRjHMRZIm6nGx8OjgbX/view?usp=sharing
1430,P0455,Kia sorento 2.4 2013,https://drive.google.com/file/d/1E9NOeXdEbNjsMbJA1HivwHM6zurkYa3Q/view?usp=sharing
1431,P0456,Kia sorento 2.4 2013,https://drive.google.com/file/d/1Xnoyds3HAbB79959BhtY1El3f6nSPHkA/view?usp=sharing
1432,P0461,Kia sorento 2.4 2013,https://drive.google.com/file/d/1J8U3pVMT5z9NKj3Ve-O4IcyVnlV24faa/view?usp=sharing
1433,P0533,Kia sorento 2.4 2013,https://drive.google.com/file/d/1buAwURrF4SvVkTDzLh00Gw8-YHB9F7wz/view?usp=sharing
1434,P0564,Kia sorento 2.4 2013,https://drive.google.com/file/d/1JLOmlc63Sn52z925o0Iqc_rK4EZm4DYw/view?usp=sharing
1435,U1112,Kia sorento 2.4 2013,https://drive.google.com/file/d/1eu1FBi4IuK-aCJkvJnXP93ruvL0cZmAl/view?usp=sharing
1436,P0101,honda civic R18A1 2011,https://drive.google.com/file/d/1euI5oLZl_pB_h0A_xsaFRgMa8tER5laD/view?usp=sharing
1437,P0102,honda civic R18A1 2011,https://drive.google.com/file/d/1xYAVOOSL8vFhbhfIrWeTvcd0NlI3WN_6/view?usp=sharing
1438,P0103,honda civic R18A1 2011,https://drive.google.com/file/d/1p1-Xi4cs1_7zS8suHPxBWcGC9NUMNevm/view?usp=sharing
1439,P0107,honda civic R18A1 2011,https://drive.google.com/file/d/11azxKijvEcM5ubgq6oPKuDLOZI64rB_o/view?usp=sharing
1440,P0108,honda civic R18A1 2011,https://drive.google.com/file/d/1UO9fkl_epJAzuLK8N_K8brzK9AfECSBA/view?usp=sharing
1441,P0111,honda civic R18A1 2011,https://drive.google.com/file/d/13c7_4tqZWUymMXZH2wplqZ9OBC_49ecL/view?usp=sharing
1442,P0112,honda civic R18A1 2011,https://drive.google.com/file/d/17gMUh43sZx3CfQf8ZmaZWw0z2Xcysfyq/view?usp=sharing
1443,P0113,honda civic R18A1 2011,https://drive.google.com/file/d/1XhfMXDyhWlg_QgWy6s5AX8f8sZO6SLVC/view?usp=sharing
1444,P0116,honda civic R18A1 2011,https://drive.google.com/file/d/12lfN0jcn6AofodLUyZ6YtvFU9Y8plm_z/view?usp=sharing
1445,P0117,honda civic R18A1 2011,https://drive.google.com/file/d/17jchhcO0qcBJg1OcFwoWThQHYD1WXBVw/view?usp=sharing
1446,P0118,honda civic R18A1 2011,https://drive.google.com/file/d/1vDMj4r52IVhXuxyR7OpjSvwmftLO8PFW/view?usp=sharing
1447,P0125,honda civic R18A1 2011,https://drive.google.com/file/d/1AQx-9xccti2Cr_4co4IVO3z0uHEP5QNq/view?usp=sharing
1448,P0128,honda civic R18A1 2011,https://drive.google.com/file/d/13MlcTpx17LwbQWRNfhl2Yl0nvbiEiZET/view?usp=sharing
1449,P0133,honda civic R18A1 2011,https://drive.google.com/file/d/1qKzEDynKl7zYFEqyFNiVxhbgGoqsbaUy/view?usp=sharing
1450,P0134,honda civic R18A1 2011,https://drive.google.com/file/d/1v_prRi-WHWDGkaBVIayepYlLvVfYmwGb/view?usp=sharing
1451,P0135,honda civic R18A1 2011,https://drive.google.com/file/d/1QRFtTGljNwJUAKFbtGcs0r2Q1IfiOGI0/view?usp=sharing
1452,P0137,honda civic R18A1 2011,https://drive.google.com/file/d/1V9RxHEInrofpqhXeQ16Qu4jxYT-qNNz8/view?usp=sharing
1453,P0138,honda civic R18A1 2011,https://drive.google.com/file/d/192zkQ5WaOVAr-h3YYEdvg9EswC0YFOOT/view?usp=sharing
1454,P0139,honda civic R18A1 2011,https://drive.google.com/file/d/1fORUpDf1iBlrEpORc8EWdrkOtBn7pVjt/view?usp=sharing
1455,P0141,honda civic R18A1 2011,https://drive.google.com/file/d/1zTJUMgQ15hvVR97M60eBuDaRuAq6Us_v/view?usp=sharing
1456,P0171- P0172,honda civic R18A1 2011,https://drive.google.com/file/d/1Um_96InMQyRsNE4Pn2-mlt4CdaXMOR16/view?usp=sharing
1457,P0300,honda civic R18A1 2011,https://drive.google.com/file/d/1qBqqCg4UBwJRLM1xF-VxcQvQvkmLPpUC/view?usp=sharing
1458,P0301- P0302- P0303- P0304,honda civic R18A1 2011,https://drive.google.com/file/d/1ezgmkdjL6AgccUU339eizDwupUYZcpUb/view?usp=sharing
1459,P0325,honda civic R18A1 2011,https://drive.google.com/file/d/1uVkESdiJOYZLL2DMa1ljfJs2-3YQGBiO/view?usp=sharing
1460,P0335,honda civic R18A1 2011,https://drive.google.com/file/d/1O6BH1GyM0CZVKj0WHbz8XVp-AzALlZhQ/view?usp=sharing
1461,P0339,honda civic R18A1 2011,https://drive.google.com/file/d/1ZfRRddN6WQrSHY5wy4muIzuknLbpwOnK/view?usp=sharing
1462,P0351- P0352- P0353- P0354,honda civic R18A1 2011,https://drive.google.com/file/d/16idFR58uz4DIcjDKPEuBNUeC83z9H4DD/view?usp=sharing
1463,P0365,honda civic R18A1 2011,https://drive.google.com/file/d/1YOwMK2LAX6PAVpS7kjoL5fPPmqPbKmtp/view?usp=sharing
1464,P0369,honda civic R18A1 2011,https://drive.google.com/file/d/15Tt7aqJTavHcILKQY0t0vaLatx-G2lWw/view?usp=sharing
1465,P050A,honda civic R18A1 2011,https://drive.google.com/file/d/1BzOG38IhB54Jw3_b-KIfJOPvs3_wKqFn/view?usp=sharing
1466,P050B,honda civic R18A1 2011,https://drive.google.com/file/d/1tvsQcBEySNREDHH1NnDX19oyiMAqQVV8/view?usp=sharing
1467,P0562,honda civic R18A1 2011,https://drive.google.com/file/d/1-D7jAiregROfo8EgahAMRZ1gZMi9HNoS/view?usp=sharing
1468,P0563,honda civic R18A1 2011,https://drive.google.com/file/d/1vhhms0yt7G6wBgoMGeH8CJGjYKdLS4xq/view?usp=sharing
1469,P0602,honda civic R18A1 2011,https://drive.google.com/file/d/1rRiaUZpR4azlXbnfrt5FWMuj6wubrd2l/view?usp=sharing
1470,P0603- P062F,honda civic R18A1 2011,https://drive.google.com/file/d/1MKX6I2hrLRTN6Jp7HfVPprXTxxCQLghg/view?usp=sharing
1471,P0606,honda civic R18A1 2011,https://drive.google.com/file/d/1OYwsmywsOohWL5hei0dQXmog0Jm-6UGQ/view?usp=sharing
1472,P060A,honda civic R18A1 2011,https://drive.google.com/file/d/1MsxpuHMNFDyy2Oypom_vKIf5sJUKzqK0/view?usp=sharing
1473,P0630,honda civic R18A1 2011,https://drive.google.com/file/d/1APi9NjT2rr5JOaVJDQQ7NAB28Kc6uz2P/view?usp=sharing
1474,P0685,honda civic R18A1 2011,https://drive.google.com/file/d/1i1LXBYSOxjz2fc8tGMTRF71mGhnMxhyN/view?usp=sharing
1475,P0720,honda civic R18A1 2011,https://drive.google.com/file/d/1Cwb3WipN6wjObryjeBaJTuHWO9kCYRv3/view?usp=sharing
1476,P1109,honda civic R18A1 2011,https://drive.google.com/file/d/1kpbgl_RXlMh6UgBF0EEjoriCvoiDcfcV/view?usp=sharing
1477,P1116,honda civic R18A1 2011,https://drive.google.com/file/d/1o3F-ODM-WPLcNa9lqCmsD7hVF0bSl4P1/view?usp=sharing
1478,P1128,honda civic R18A1 2011,https://drive.google.com/file/d/1_e9GB6F4v6oUHFyAJ7Ibt0YaNuU_PGdt/view?usp=sharing
1479,P1129,honda civic R18A1 2011,https://drive.google.com/file/d/1xG8z9ad4QVNJCWG1LPJ6Y4GbWg0Sd4ki/view?usp=sharing
1480,P1157,honda civic R18A1 2011,https://drive.google.com/file/d/1yC0xHmL1Ig51yks3tDjrVQ19lJidpvEW/view?usp=sharing
1481,P1172,honda civic R18A1 2011,https://drive.google.com/file/d/19k5sGMrQEs_Klgy-Y7Zj0HRqjNGNWCf8/view?usp=sharing
1482,P1297,honda civic R18A1 2011,https://drive.google.com/file/d/1RrDsv68tOFKy2v_f0BuNklRKa5I9tu_y/view?usp=sharing
1483,P1298,honda civic R18A1 2011,https://drive.google.com/file/d/1aF6oCXv3m0lGWs7VBXwZEoQgevOKXMWb/view?usp=sharing
1484,P1549,honda civic R18A1 2011,https://drive.google.com/file/d/1vb4Bu5ErwdKf9JLBxIbn1O6FQZZkwg8J/view?usp=sharing
1485,P16BB,honda civic R18A1 2011,https://drive.google.com/file/d/11ZprynlNe8Ph29xDBLaLTK04IDHwLYTn/view?usp=sharing
1486,P16BC,honda civic R18A1 2011,https://drive.google.com/file/d/1X9tOl5VkjRhY3SDf4TIHHGdmd5fpS3JL/view?usp=sharing
1487,P2183,honda civic R18A1 2011,https://drive.google.com/file/d/1P7g0k4tmHsFqTsyjS2mHEQ20u4OgL-SV/view?usp=sharing
1488,P2184,honda civic R18A1 2011,https://drive.google.com/file/d/1MU0m9eoJFr7cRZNoUGYt1oYKrFPrdtWd/view?usp=sharing
1489,P2185,honda civic R18A1 2011,https://drive.google.com/file/d/1VELlpDLFDAV2r_aCWPj2qU1AENE4Bqx0/view?usp=sharing
1490,P2195,honda civic R18A1 2011,https://drive.google.com/file/d/19i24_DDuEBlcaswlRWGL69DK8MlA2cLX/view?usp=sharing
1491,P2227,honda civic R18A1 2011,https://drive.google.com/file/d/1Jy0mh-eLPdDHmCt9hlgWCE9iEbrey_c1/view?usp=sharing
1492,P2228,honda civic R18A1 2011,https://drive.google.com/file/d/1PM7TWTQVG9IqSIUcBWpzEHQ1x4BMUUHR/view?usp=sharing
1493,P2229,honda civic R18A1 2011,https://drive.google.com/file/d/1vbwr7M1bDK-LyA_LLvkUyZcK2bAA9L_j/view?usp=sharing
1494,P2238,honda civic R18A1 2011,https://drive.google.com/file/d/1_xV-_yDn-JU9MHlkVnEtB-ax432YkUEO/view?usp=sharing
1495,P2252,honda civic R18A1 2011,https://drive.google.com/file/d/11GfV3FBHZIP-bKhZtvLjiB5S07Q5cnl9/view?usp=sharing
1496,P2270- P2271,honda civic R18A1 2011,https://drive.google.com/file/d/1yGD67BvRPVPVWR9zERVDdprkhVnXR7hi/view?usp=sharing
1497,P2610,honda civic R18A1 2011,https://drive.google.com/file/d/1YInY100qaQL9naj490vM5Bkczmciedg5/view?usp=sharing
1498,P2A00,honda civic R18A1 2011,https://drive.google.com/file/d/1EJDaVnif9JO5cE2nyZ3Be87BxkyZzg2b/view?usp=sharing
1499,U0028,honda civic R18A1 2011,https://drive.google.com/file/d/1mCWIDe3p4xZTs_l0TC7KoA0buO9NG-HK/view?usp=sharing
1500,U0122,honda civic R18A1 2011,https://drive.google.com/file/d/1tQNmcN2xds1SRa_IMnWOEpK0ce8Jv0ng/view?usp=sharing
1501,U0131,honda civic R18A1 2011,https://drive.google.com/file/d/1pUyP6ehZ-A7rVVudERGnXLfxCKuBb2Dl/view?usp=sharing
1502,U0155,honda civic R18A1 2011,https://drive.google.com/file/d/1owfzB7m4XX-IUD1XZHsP3-17hPH3Ys47/view?usp=sharing
1503,U0300,honda civic R18A1 2011,https://drive.google.com/file/d/1lNl1sk_mjPVocSLiq8GmdK-kL_SZJHWO/view?usp=sharing
1504,P0101,honda civic K20Z3,https://drive.google.com/file/d/1ii5R0HxSTLOikI80cBCyB2lr9i0VxWlZ/view?usp=sharing
1505,P0102,honda civic K20Z3,https://drive.google.com/file/d/18rlm6J3r7gIejdxY_gOf0fZAcFHIdnm1/view?usp=sharing
1506,P0103,honda civic K20Z3,https://drive.google.com/file/d/1ipzzbiCPDUC7DZ9HzqJG6VgXjzyY_yRb/view?usp=sharing
1507,P0107,honda civic K20Z3,https://drive.google.com/file/d/1cQfj0qO9Q3g28F1e_GpNFZcUhVGiiqJZ/view?usp=sharing
